日期,收付手段,金额,收付类型,类型明细,备注,yyyymm
2024/1/3 20:40,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202401
2024/1/4 06:50,招商卡,50,其他必要开支,父母亲人赡养费,老爸亲情卡代付,202401
2024/1/4 08:51,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202401
2024/1/4 09:18,蚂蚁卡,47.98,生活必要开支,伙食费,多多买菜牛肉,202401
2024/1/4 20:14,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202401
2024/1/5 02:00,电子钱包余额,0.52,理财收入,货币理财收入,余额宝-2024.01.04-收益发放,202401
2024/1/5 08:51,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202401
2024/1/5 10:28,广发卡,9.9,文娱游购开支,日常购物费,钉钉个人版-算粒充值（通用）,202401
2024/1/7 00:00,招商卡,7550,财务费用开支,账单套现,招商卡账单套现,202401
2024/1/7 00:00,电子钱包余额,-7500.92,财务费用开支,账单套现,招商卡账单套现,202401
2024/1/1 00:00,账务处理,30,生活必要开支,伙食费,食堂,202401
2024/1/2 00:00,账务处理,30,生活必要开支,伙食费,食堂,202401
2024/1/3 00:00,账务处理,30,生活必要开支,伙食费,食堂,202401
2024/1/4 00:00,账务处理,30,生活必要开支,伙食费,食堂,202401
2024/1/5 00:00,账务处理,30,生活必要开支,伙食费,食堂,202401
2024/1/6 00:00,账务处理,30,生活必要开支,伙食费,食堂,202401
2024/1/7 00:00,账务处理,30,生活必要开支,伙食费,食堂,202401
2024/1/8 00:00,账务处理,30,生活必要开支,伙食费,食堂,202401
2024/1/9 00:00,账务处理,30,生活必要开支,伙食费,食堂,202401
2024/1/10 00:00,账务处理,30,生活必要开支,伙食费,食堂,202401
2024/1/5 20:26,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202401
2024/1/5 21:06,广发卡,58,文娱游购开支,日常购物费,专享NaturesKey美国褪黑素睡眠软糖成人维生素B6升级版60粒,202401
2024/1/6 02:05,电子钱包余额,0.29,理财收入,货币理财收入,余额宝-2024.01.05-收益发放,202401
2024/1/6 09:55,广发卡,44.45,生活必要开支,伙食费,买菜,202401
2024/1/6 09:59,广发卡,-0.54,生活必要开支,伙食费,买菜,202401
2024/1/6 16:38,花呗,29.78,生活必要开支,必要着装费,三次剪发次卡,202401
2024/1/6 16:43,广发卡,6.9,生活必要开支,伙食费,买菜,202401
2024/1/7 02:00,电子钱包余额,0.28,理财收入,货币理财收入,余额宝-2024.01.06-收益发放,202401
2024/1/7 09:57,广发卡,49.9,文娱游购开支,日常购物费,订阅-文心一言包月会员,202401
2024/1/7 17:55,广发卡,10,生活必要开支,伙食费,买菜,202401
2024/1/8 00:00,蚂蚁卡,9.9,文娱游购开支,饮食游乐费,给大庚买饮料,202401
2024/1/8 02:06,电子钱包余额,0.28,理财收入,货币理财收入,余额宝-2024.01.07-收益发放,202401
2024/1/8 08:53,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202401
2024/1/8 09:24,广发卡,15,生活必要开支,伙食费,外卖-早餐-北京祥汇便利店,202401
2024/1/8 19:40,花呗,99,生活必要开支,伙食费,跟大庚吃麻辣香锅外卖,202401
2024/1/8 20:36,广发卡,50,其他必要开支,父母亲人赡养费,老爸亲情卡代付,202401
2024/1/8 21:43,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202401
2024/1/9 02:01,电子钱包余额,0.37,理财收入,货币理财收入,余额宝-2024.01.08-收益发放,202401
2024/1/9 08:54,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202401
2024/1/9 19:54,广发卡,6,生活必要开支,伙食费,买菜,202401
2024/1/9 19:57,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202401
2024/1/9 19:59,广发卡,27.1,生活必要开支,伙食费,外卖石门永顺炸鸡,202401
2024/1/10 08:55,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202401
2024/1/15 00:00,电子钱包余额,4500,资产类支出,长期待摊费用,预付房租-建新南区-预付3月房租(20240114->20240413),202401
2024/1/15 00:00,电子钱包余额,1530,资产类支出,长期待摊费用,预付房租-建新南区-预付相寓服务费(202401->202501）,202401
2024/1/15 00:00,电子钱包余额,1500,资产类支出,长期待摊费用,预付房租-建新南区-房屋押金,202401
2024/1/15 00:00,账务处理,-945,资产类支出,长期待摊费用,预付房租-建新南区-计提本期房租服务费开销,202401
2024/1/1 00:00,账务处理,105,生活必要开支,房租费,建新南区房租,202401
2024/1/5 00:00,账务处理,105,生活必要开支,房租费,建新南区房租,202401
2024/1/8 00:00,账务处理,105,生活必要开支,房租费,建新南区房租,202401
2024/1/12 00:00,账务处理,105,生活必要开支,房租费,建新南区房租,202401
2024/1/15 00:00,账务处理,105,生活必要开支,房租费,建新南区房租,202401
2024/1/19 00:00,账务处理,105,生活必要开支,房租费,建新南区房租,202401
2024/1/22 00:00,账务处理,105,生活必要开支,房租费,建新南区房租,202401
2024/1/26 00:00,账务处理,105,生活必要开支,房租费,建新南区房租,202401
2024/1/31 00:00,账务处理,105,生活必要开支,房租费,建新南区房租,202401
2024/1/10 20:14,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202401
2024/1/11 08:55,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202401
2024/1/11 09:11,蚂蚁卡,27.99,生活必要开支,伙食费,买菜-牛后腿肉,202401
2024/1/11 18:53,花呗,25,生活必要开支,伙食费,外卖,202401
2024/1/11 20:08,北京卡,15,生活必要开支,伙食费,零食NENE泡芙,202401
2024/1/12 13:45,北京卡,30,生活必要开支,其他必要家用,电费,202401
2024/1/12 16:20,电子钱包余额,10,其他收入,其他收入,小蓝卖了5个片，收入10元,202401
2024/1/12 22:54,花呗,26,文娱游购开支,饮食游乐费,看电影回家打车费用,202401
2024/1/13 09:17,北京卡,9.99,生活必要开支,伙食费,外卖早餐,202401
2024/1/13 09:19,电子钱包余额,50,生活必要开支,交通通信费,公交地铁,202401
2024/1/13 11:02,电子钱包余额,3.2,投资自身开支,办公文印费,北京大学人民医院-打印费,202401
2024/1/13 12:49,北京卡,6.9,生活必要开支,伙食费,零食饮料,202401
2024/1/13 12:55,北京卡,21,生活必要开支,伙食费,外卖麻辣烫,202401
2024/1/14 00:47,电子钱包余额,4.5,投资自身开支,教育费,2023大数据开发简历/数仓开发简历/简历模板 来自一线互联,202401
2024/1/14 10:44,北京卡,39,生活必要开支,伙食费,买菜-猪肉等,202401
2024/1/14 10:45,电子钱包余额,13,生活必要开支,伙食费,买菜-饸饹饼,202401
2024/1/14 11:01,广发卡,38.5,文娱游购开支,日常购物费,四联试纸*10,202401
2024/1/14 14:09,蚂蚁卡,0.36,生活必要开支,交通通信费,充电,202401
2024/1/14 15:17,蚂蚁卡,-0.11,生活必要开支,交通通信费,充电,202401
2024/1/14 16:33,蚂蚁卡,1,生活必要开支,交通通信费,充电,202401
2024/1/14 17:54,电子钱包余额,15,生活必要开支,伙食费,零食冰糖葫芦,202401
2024/1/14 21:24,电子钱包余额,0.1,其他收入,其他收入,淘宝互动提现,202401
2024/1/13 00:00,北京卡,958,财务费用开支,账单套现,北京卡账单套现,202401
2024/1/13 00:00,电子钱包余额,-951.77,财务费用开支,账单套现,北京卡账单套现,202401
2024/1/15 00:00,北京卡,3981,财务费用开支,账单套现,北京卡账单套现-含99元拉卡拉服务费(300天收一次),202401
2024/1/15 00:00,电子钱包余额,-3856.12,财务费用开支,账单套现,北京卡账单套现-含99元拉卡拉服务费(300天收一次),202401
2024/1/16 00:00,账务处理,840,资产类支出,长期待摊费用,食堂饭卡-12月饭补到账,202401
2024/1/15 13:08,北京卡,15.56,生活必要开支,伙食费,外卖-早餐-北京祥汇便利店,202401
2024/1/15 19:36,花呗,20,生活必要开支,伙食费,外卖,202401
2024/1/15 20:31,电子钱包余额,4.8,生活必要开支,交通通信费,公交地铁,202401
2024/1/16 08:59,电子钱包余额,4.8,生活必要开支,交通通信费,公交地铁,202401
2024/1/16 19:06,北京卡,20.99,生活必要开支,伙食费,外卖螺阿牛·柳州螺蛳粉(顺义店)外卖订单,202401
2024/1/16 19:32,广发卡,14,生活必要开支,伙食费,外卖石门永顺炸鸡店 店内购物,202401
2024/1/16 19:50,电子钱包余额,4.8,生活必要开支,交通通信费,公交地铁,202401
2024/1/17 02:04,电子钱包余额,0.02,理财收入,货币理财收入,余额宝-2024.01.16-收益发放,202401
2024/1/17 05:43,北京卡,28,生活必要开支,伙食费,外卖饿了么超级吃货卡,202401
2024/1/17 08:55,广发卡,6,生活必要开支,交通通信费,公交地铁,202401
2024/1/17 09:17,北京卡,14.79,生活必要开支,伙食费,外卖-早餐-北京祥汇便利店,202401
2024/1/17 09:18,北京卡,12.9,生活必要开支,伙食费,零食饮料帮大庚买瑞幸,202401
2024/1/17 09:20,电子钱包余额,8.9,生活必要开支,伙食费,零食饮料帮大庚买瑞幸,202401
2024/1/17 19:01,电子钱包余额,4.8,生活必要开支,交通通信费,公交地铁,202401
2024/1/17 19:16,北京卡,20,生活必要开支,伙食费,外卖石门永顺炸鸡店 店内购物,202401
2024/1/17 21:56,北京卡,14.2,生活必要开支,伙食费,外卖早餐,202401
2024/1/18 02:09,电子钱包余额,0.15,理财收入,货币理财收入,余额宝-2024.01.17-收益发放,202401
2024/1/18 09:16,电子钱包余额,4.8,生活必要开支,交通通信费,公交地铁,202401
2024/1/18 20:18,电子钱包余额,4.8,生活必要开支,交通通信费,公交地铁,202401
2024/1/18 20:20,北京卡,5.98,生活必要开支,伙食费,买菜,202401
2024/1/19 02:00,电子钱包余额,0.16,理财收入,货币理财收入,余额宝-2024.01.18-收益发放,202401
2024/1/19 12:40,北京卡,14,生活必要开支,伙食费,外卖,202401
2024/1/19 13:31,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/19 13:35,北京卡,28,生活必要开支,伙食费,外卖小炒肉拌面加煎蛋,202401
2024/1/19 14:16,北京卡,31,生活必要开支,伙食费,外卖巴黎贝甜(望京东店)外卖订单给大庚买,202401
2024/1/19 19:33,电子钱包余额,0.13,其他收入,其他收入,红包收入正能量满满,202401
2024/1/19 20:32,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/20 02:10,电子钱包余额,0.14,理财收入,货币理财收入,余额宝-2024.01.19-收益发放,202401
2024/1/20 09:19,北京卡,12.49,生活必要开支,伙食费,外卖早餐,202401
2024/1/20 10:53,电子钱包余额,3.5,生活必要开支,交通通信费,公交地铁,202401
2024/1/20 15:09,北京卡,39,生活必要开支,伙食费,外卖范贤光鸡公煲（平乐园总店）,202401
2024/1/20 15:51,北京卡,10.9,生活必要开支,伙食费,零食饮料,202401
2024/1/20 17:14,北京卡,7.15,生活必要开支,伙食费,买菜,202401
2024/1/20 17:15,北京卡,18,生活必要开支,伙食费,零食NENE泡芙,202401
2024/1/20 17:18,电子钱包余额,3.5,生活必要开支,交通通信费,公交地铁,202401
2024/1/21 02:06,电子钱包余额,0.06,理财收入,货币理财收入,余额宝-2024.01.20-收益发放,202401
2024/1/21 12:40,北京卡,20.99,生活必要开支,伙食费,外卖螺阿牛·柳州螺蛳粉(顺义店)外卖订单,202401
2024/1/22 02:03,电子钱包余额,0.04,理财收入,货币理财收入,余额宝-2024.01.21-收益发放,202401
2024/1/22 08:19,北京卡,1.5,生活必要开支,交通通信费,共享单车,202401
2024/1/22 09:03,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/20 00:00,北京卡,4210,财务费用开支,账单套现,北京卡账单套现,202401
2024/1/20 00:00,电子钱包余额,-4182.63,财务费用开支,账单套现,北京卡账单套现到账,202401
2024/1/23 00:00,蚂蚁卡,3950,财务费用开支,账单套现,蚂蚁卡账单套现,202401
2024/1/23 00:00,电子钱包余额,-3924.32,财务费用开支,账单套现,蚂蚁卡账单套现到账,202401
2024/1/11 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/12 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/13 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/14 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/15 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/16 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/17 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/18 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/19 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/20 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/21 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/22 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/23 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/24 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/25 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/26 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/27 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/28 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/29 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/29 00:00,账务处理,22,生活必要开支,伙食费,食堂,202401
2024/1/29 00:00,广发卡,605.49,其他必要开支,父母亲人赡养费,老爸拿药开支,202401
2024/1/29 00:00,电子钱包余额,-605.49,其他必要开支,父母亲人赡养费,老爸拿药开支-好医保报销,202401
2024/1/22 19:18,花呗,19,生活必要开支,伙食费,外卖晚餐,202401
2024/1/22 20:33,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/22 21:13,电子钱包余额,2,生活必要开支,交通通信费,公交地铁,202401
2024/1/22 21:14,电子钱包余额,1,生活必要开支,交通通信费,公交地铁,202401
2024/1/23 08:49,北京卡,15,生活必要开支,伙食费,外卖-早餐-北京祥汇便利店,202401
2024/1/23 08:49,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/23 09:08,电子钱包余额,1,生活必要开支,交通通信费,公交地铁,202401
2024/1/23 11:46,蚂蚁卡,322,资产类支出,应收账款,亲朋借我款-帮老妈买车票,202401
2024/1/23 20:04,花呗,35,生活必要开支,伙食费,外卖晚餐,202401
2024/1/23 20:44,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/23 21:00,蚂蚁卡,0.3,生活必要开支,交通通信费,充电费顺冠科技,202401
2024/1/24 09:04,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/24 10:38,电子钱包余额,1,生活必要开支,交通通信费,公交地铁,202401
2024/1/24 20:16,电子钱包余额,25,生活必要开支,伙食费,零食糖葫芦,202401
2024/1/24 20:30,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/25 08:09,蚂蚁卡,1.5,生活必要开支,交通通信费,共享单车,202401
2024/1/25 09:05,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/25 09:47,蚂蚁卡,15,生活必要开支,伙食费,外卖-早餐-北京祥汇便利店,202401
2024/1/25 16:01,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/25 18:38,电子钱包余额,1,生活必要开支,交通通信费,公交地铁,202401
2024/1/25 18:51,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/25 18:54,蚂蚁卡,11.86,生活必要开支,交通通信费,打车支出,202401
2024/1/25 18:55,花呗,22,生活必要开支,伙食费,外卖晚餐,202401
2024/1/25 20:01,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/26 09:06,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/26 09:38,电子钱包余额,1,生活必要开支,交通通信费,公交地铁,202401
2024/1/26 19:37,花呗,20.8,生活必要开支,伙食费,外卖巴黎贝甜,202401
2024/1/26 20:01,电子钱包余额,1.5,生活必要开支,交通通信费,公交地铁,202401
2024/1/26 20:15,电子钱包余额,1,生活必要开支,交通通信费,公交地铁,202401
2024/1/26 21:14,电子钱包余额,1,生活必要开支,交通通信费,公交地铁,202401
2024/1/27 07:20,电子钱包余额,2.5,生活必要开支,交通通信费,公交地铁,202401
2024/1/27 10:25,蚂蚁卡,40.3,生活必要开支,伙食费,买菜排骨青蒜等多款,202401
2024/1/27 17:12,蚂蚁卡,50.79,生活必要开支,伙食费,买菜鸡肉块,202401
2024/1/27 17:22,蚂蚁卡,-0.63,生活必要开支,伙食费,买菜排骨等,202401
2024/1/27 17:34,花呗,16,生活必要开支,伙食费,买菜各种蔬菜,202401
2024/1/27 17:37,花呗,13,生活必要开支,伙食费,买菜香料,202401
2024/1/28 11:57,蚂蚁卡,69.1,生活必要开支,伙食费,外卖牛约堡-手作牛肉汉堡(旭辉店)外卖订单,202401
2024/1/28 13:16,电子钱包余额,-5,生活必要开支,伙食费,外卖牛约堡顺义旭辉店补可乐,202401
2024/1/28 15:04,广发卡,12.8,生活必要开支,伙食费,零食,202401
2024/1/28 15:30,电子钱包余额,3.5,生活必要开支,交通通信费,公交地铁,202401
2024/1/28 16:42,蚂蚁卡,59.37,生活必要开支,伙食费,买菜青美人椒排骨等,202401
2024/1/28 18:32,蚂蚁卡,2,生活必要开支,交通通信费,充电费顺冠科技,202401
2024/1/28 18:33,电子钱包余额,3.5,生活必要开支,交通通信费,公交地铁,202401
2024/1/29 08:06,花呗,10,生活必要开支,交通通信费,打车去地铁站,202401
2024/1/29 08:53,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/29 09:26,蚂蚁卡,15,生活必要开支,伙食费,外卖-早餐-北京祥汇便利店,202401
2024/1/29 20:19,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/30 08:38,电子钱包余额,1,生活必要开支,交通通信费,公交地铁,202401
2024/1/30 08:53,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/30 19:42,招商卡,9.8,生活必要开支,伙食费,买菜,202401
2024/1/30 20:49,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/31 02:03,电子钱包余额,1.06,理财收入,货币理财收入,余额宝-2024.01.30-收益发放,202401
2024/1/31 08:54,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202401
2024/1/31 10:38,电子钱包余额,1,生活必要开支,交通通信费,公交地铁,202401
2024/2/9 20:32,电子钱包余额,199,生活必要开支,房租费,石景苑202401房租欠款,202401
2024/2/9 20:43,电子钱包余额,100,生活必要开支,房租费,石景苑202401房租欠款,202401
2024/2/9 23:59,电子钱包余额,99,生活必要开支,房租费,石景苑202401房租欠款,202401
2024/2/1 00:00,账务处理,1085.39,负债类增记,账单补记,上月广发卡账单补记,202402
2024/2/1 00:00,账务处理,14188.92,负债类增记,账单补记,上月招商卡账单补记,202402
2024/2/1 00:00,账务处理,9643.34,负债类增记,账单补记,上月北京卡账单补记,202402
2024/2/1 00:00,账务处理,0,负债类增记,账单补记,上月平安卡账单补记,202402
2024/2/1 00:00,账务处理,643.58,负债类增记,账单补记,上月花呗账单补记,202402
2024/2/1 00:00,账务处理,6163.71,负债类增记,账单补记,上月蚂蚁卡账单补记,202402
2024/2/1 00:00,账务处理,0,负债类增记,账单补记,上月京东白条账单补记,202402
2024/2/29 00:00,电子钱包余额,0,负债类增记,银行借款,本月银行贷款,202402
2024/2/29 00:00,电子钱包余额,0,负债类增记,现金分期,本月现金分期,202402
2024/2/29 00:00,账务处理,0,负债类增记,账单分期,本月账单分期,202402
2024/2/29 00:00,账务处理,0,负债类增记,账单补记,本月账单分期,202402
2024/2/29 00:00,账务处理,0,负债类增记,消费分期,本月消费分期,202402
2024/2/9 00:00,电子钱包余额,291.84,负债类减记,账单还款,平安卡本期账单还款,202402
2024/2/9 00:00,电子钱包余额,17076.17,负债类减记,账单还款,招商卡本期账单还款,202402
2024/2/10 00:00,电子钱包余额,2884.77,负债类减记,账单还款,蚂蚁卡本期账单还款,202402
2024/2/20 00:00,电子钱包余额,1537.21,负债类减记,账单还款,花呗本期账单还款,202402
2024/2/22 00:00,电子钱包余额,1510.39,负债类减记,账单还款,广发卡本期账单还款,202402
2024/2/19 00:00,电子钱包余额,2496.21,负债类减记,银行借款还款,南京银行贷款-本期还款(202204-->202403),202402
2024/2/21 00:00,电子钱包余额,424.65,负债类减记,账单还款,京东白条-本期账单还款,202402
2024/2/20 00:00,电子钱包余额,811.17,负债类减记,银行借款还款,招商银行贷款-本期还款(202307-->202506),202402
2024/2/29 00:00,电子钱包余额,10339.84,负债类减记,账单还款,北京卡-本期账单还款,202402
2024/2/29 00:00,账务处理,10689.48,资产类支出,现金储蓄,现金流量变动-收入,202402
2024/2/29 00:00,账务处理,0,资产类支出,现金储蓄,现金流量变动-负债类增记,202402
2024/2/29 00:00,账务处理,14516.93,资产类支出,现金储蓄,现金流量变动-开支,202402
2024/2/29 00:00,账务处理,-37372.25,资产类支出,现金储蓄,现金流量变动-负债类减记,202402
2024/2/29 00:00,账务处理,-2507.38,资产类支出,现金储蓄,现金流量变动-资产类支出,202402
2024/2/29 00:00,电子钱包余额,350,资产类支出,专项储蓄,帮老爸交养老保险,202402
2024/2/29 00:00,电子钱包余额,1960.07,资产类支出,金融资产投资,本月金融资产投资-买入,202402
2024/2/29 00:00,电子钱包余额,-290.69,资产类支出,金融资产投资,本月金融资产投资-卖出,202402
2024/2/29 00:00,电子钱包余额,-350,资产类支出,金融资产投资,本月金融资产投资-已计入专项储蓄部分,202402
2024/2/29 00:00,电子钱包余额,0,财务费用开支,投资亏损,本月金融资产投资-赎回亏损-权益类亏损,202402
2024/2/29 00:00,电子钱包余额,0,财务费用开支,投资亏损,本月金融资产投资-赎回亏损-债券类亏损,202402
2024/2/29 00:00,电子钱包余额,0,理财收入,权益理财收入,本月金融资产投资-投资收益-权益类收益,202402
2024/2/29 00:00,电子钱包余额,2.95,理财收入,债券理财收入,本月金融资产投资-投资收益-债券类收益,202402
2024/2/15 00:00,账务处理,350,其他必要开支,父母亲人赡养费,帮老爸交养老保险,202402
2024/2/26 00:00,账务处理,0,其他必要开支,父母亲人赡养费,父母亲人赡养费预支,202402
2024/2/1 00:00,账务处理,75.61217473,财务费用开支,金融利息支出,本月利息支出,202402
2024/2/5 00:00,账务处理,75.61217473,财务费用开支,金融利息支出,本月利息支出,202402
2024/2/8 00:00,账务处理,75.61217473,财务费用开支,金融利息支出,本月利息支出,202402
2024/2/12 00:00,账务处理,75.61217473,财务费用开支,金融利息支出,本月利息支出,202402
2024/2/15 00:00,账务处理,75.61217473,财务费用开支,金融利息支出,本月利息支出,202402
2024/2/19 00:00,账务处理,75.61217473,财务费用开支,金融利息支出,本月利息支出,202402
2024/2/22 00:00,账务处理,75.61217473,财务费用开支,金融利息支出,本月利息支出,202402
2024/2/26 00:00,账务处理,75.61217473,财务费用开支,金融利息支出,本月利息支出,202402
2024/2/29 00:00,账务处理,75.61217473,财务费用开支,金融利息支出,本月利息支出,202402
2024/2/1 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202402
2024/2/5 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202402
2024/2/8 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202402
2024/2/12 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202402
2024/2/15 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202402
2024/2/19 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202402
2024/2/22 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202402
2024/2/26 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202402
2024/2/29 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202402
2024/2/1 00:00,账务处理,-1627.5,资产类支出,长期待摊费用,预付房租-建新南区-计提本月房租服务费开销,202402
2024/2/15 00:00,0,0,资产类支出,长期待摊费用,预付房租-建新南区-本期预付房租,202402
2024/2/22 00:00,招商卡,17,文娱游购开支,日常购物费,订阅-APPLE MUSIC,202402
2024/2/26 00:00,招商卡,15,文娱游购开支,日常购物费,订阅-网易云音乐,202402
2024/2/22 00:00,招商卡,6,文娱游购开支,日常购物费,订阅-iCloud,202402
2024/2/22 00:00,招商卡,98.27,其他必要开支,父母亲人赡养费,订阅-帮老妈买好医保长期医疗,202402
2024/2/26 00:00,招商卡,21,其他必要开支,父母亲人赡养费,订阅-帮老妈买中老年住院医疗,202402
2024/1/30 00:00,电子钱包余额,100,其他必要开支,父母亲人赡养费,订阅-帮老爸买好医保长期医疗,202402
2024/2/19 00:00,花呗,14.6,其他必要开支,保险费,订阅-人保重疾险-20y-10w,202402
2024/2/22 00:00,招商卡,14.95,其他必要开支,保险费,订阅-好医保长期医疗,202402
2024/2/12 00:00,招商卡,19.9,其他必要开支,保险费,订阅-全家意外保,202402
2024/2/8 00:00,账务处理,840,工作收入,公积金,公积金,202402
2024/2/8 00:00,账务处理,506.08,工作收入,社保,养老账户,202402
2024/2/8 00:00,账务处理,126.52,工作收入,社保,医保账户,202402
2024/2/1 00:00,电子钱包余额,-840,资产类支出,个人账户,公积金-本期提取,202402
2024/2/8 00:00,账务处理,840,资产类支出,个人账户,公积金,202402
2024/2/8 00:00,账务处理,506.08,资产类支出,个人账户,养老账户,202402
2024/2/8 00:00,账务处理,126.52,资产类支出,个人账户,医保账户,202402
2024/3/17 00:00,电子钱包余额,3680,工作收入,到手工资,到手工资-基本工资,202402
2024/3/21 00:00,电子钱包余额,5520,工作收入,到手工资,到手工资-岗位工资,202402
2024/3/17 00:00,电子钱包余额,1901.64,工作收入,到手工资,到手工资-绩效工资,202402
2024/3/17 00:00,电子钱包余额,50,工作收入,到手工资,到手工资-通讯,202402
2024/3/17 00:00,电子钱包余额,-506.08,工作收入,到手工资,社保扣款-养老,202402
2024/3/17 00:00,电子钱包余额,-31.63,工作收入,到手工资,社保扣款-失业,202402
2024/3/17 00:00,电子钱包余额,-129.52,工作收入,到手工资,社保扣款-医疗,202402
2024/3/17 00:00,电子钱包余额,-420,工作收入,到手工资,社保扣款-公积金,202402
2024/3/17 00:00,电子钱包余额,-151.93,工作收入,到手工资,个税扣款,202402
2024/2/15 00:00,账务处理,640,工作收入,非货币性福利,餐补,202402
2024/2/15 00:00,账务处理,-350,资产类支出,长期待摊费用,食堂饭卡-本月消费,202402
2024/2/19 00:00,账务处理,113.2916667,文娱游购开支,大件购置费,Apple Watch Series 7 分期摊销 (202210-202409),202402
2024/2/19 00:00,账务处理,-113.2916667,资产类支出,其他资产类支出,Apple Watch Series 7 分期摊销 (202210-202409),202402
2024/2/8 00:00,账务处理,222.1944444,文娱游购开支,大件购置费,iPhone 15 Pro (202310->202609 1/36),202402
2024/2/12 00:00,账务处理,-222.1944444,资产类支出,其他资产类支出,iPhone 15 Pro (202310->202609 1/36),202402
2024/2/12 00:00,账务处理,93.16666667,文娱游购开支,大件购置费,小米空气净化器(202311-202404),202402
2024/2/12 00:00,账务处理,-93.16666667,资产类支出,其他资产类支出,小米空气净化器(202311-202404),202402
2024/2/19 00:00,账务处理,266.6666667,其他必要开支,父母亲人赡养费,202307老爸果树肥料钱坏账(202401-202406),202402
2024/2/19 00:00,账务处理,-266.6666667,资产类支出,应收账款,202307老爸果树肥料钱坏账(202401-202406),202402
2024/2/1 00:00,账务处理,371,其他必要开支,人情费,大庚新年礼物airpods pro 2 (202401->202404),202402
2024/2/5 00:00,账务处理,-371,资产类支出,其他资产类支出,大庚新年礼物airpods pro 2 (202401->202404),202402
2024/2/19 00:00,账务处理,15.41666667,文娱游购开支,日常购物费,百度网盘SVIP订阅(202312->202411),202402
2024/2/22 00:00,账务处理,-15.41666667,资产类支出,长期待摊费用,百度网盘SVIP订阅(202312->202411),202402
